,step,vertical_idx,horizontal_idx
0,2,2,1
1,3,1,2
2,7,3,2
3,18,4,1
4,24,3,2
5,30,4,3
6,34,2,3
7,37,1,3
8,42,1,1
9,48,1,1
10,48,1,2
11,50,3,1
12,53,4,1
13,57,1,4
14,71,0,1
15,72,3,4
16,73,0,0
17,73,4,1
18,79,3,1
19,87,1,1
20,94,1,4
21,96,3,3
22,99,2,3
23,105,1,1
24,106,1,4
25,107,2,1
26,132,4,4
27,134,2,1
28,140,2,2
29,143,3,4
30,148,1,4
31,149,1,1
32,152,2,3
33,156,0,4
34,157,1,1
35,158,3,1
36,161,1,4
37,172,3,1
38,174,3,1
39,178,3,1
40,180,1,3
41,183,2,2
42,184,1,4
43,184,4,3
44,185,1,1
45,186,4,0
46,190,0,4
47,192,1,1
48,197,1,3
