,step,vertical_idx,horizontal_idx
0,15,0,4
1,30,1,4
2,39,2,3
3,44,3,2
4,48,2,3
5,51,3,2
6,52,2,2
7,52,3,4
8,54,2,2
9,59,3,3
10,62,3,2
11,66,4,4
12,67,4,4
13,74,1,0
14,76,4,4
15,85,2,4
16,88,3,3
17,88,4,1
18,94,4,3
19,96,4,3
20,97,3,0
21,99,1,4
22,101,4,0
23,105,3,3
24,108,1,1
25,111,0,1
26,115,2,1
27,118,1,1
28,124,2,2
29,129,2,2
30,130,1,4
31,145,1,2
32,145,2,3
33,145,3,4
34,151,2,2
35,160,1,3
36,162,2,2
37,163,1,3
38,165,2,3
39,167,3,1
40,171,3,4
41,189,0,4
42,192,1,4
43,194,1,1
44,194,3,3
45,197,2,1
46,199,0,2
