,step,vertical_idx,horizontal_idx
0,2,4,2
1,3,4,1
2,6,4,4
3,12,3,3
4,12,4,2
5,12,3,0
6,22,1,3
7,23,1,2
8,28,0,3
9,29,1,4
10,30,2,2
11,33,2,3
12,36,0,1
13,39,1,0
14,41,4,0
15,44,2,1
16,44,2,4
17,44,0,4
18,45,1,0
19,48,4,0
20,49,4,4
21,52,2,4
22,58,4,2
23,62,3,4
24,63,3,1
25,66,3,4
26,72,3,0
27,76,2,3
28,83,4,4
29,90,3,3
30,91,3,4
31,92,4,3
32,92,2,1
33,94,0,4
34,96,0,4
35,104,3,2
36,107,3,0
37,111,2,3
38,111,1,0
39,116,2,1
40,116,1,1
41,122,0,0
42,123,0,1
43,127,0,3
44,131,1,4
45,141,3,1
46,142,3,1
47,146,1,2
48,155,2,4
49,159,0,2
50,163,0,0
51,167,0,4
52,168,0,1
53,176,0,2
54,178,1,4
55,180,4,2
56,183,4,0
57,184,1,4
58,187,0,0
59,190,3,2
60,198,2,1
61,198,1,0
