,step,vertical_idx,horizontal_idx
0,11,0,0
1,14,2,2
2,18,0,2
3,24,4,2
4,25,1,0
5,25,3,3
6,26,1,1
7,27,4,3
8,30,0,4
9,37,4,4
10,38,2,2
11,45,2,4
12,50,1,0
13,56,1,0
14,56,1,2
15,58,0,2
16,62,1,3
17,62,3,1
18,68,3,2
19,79,3,0
20,80,1,1
21,81,4,1
22,84,1,2
23,92,1,2
24,95,3,2
25,96,2,4
26,97,3,2
27,97,4,1
28,99,3,2
29,104,0,3
30,107,2,2
31,109,1,4
32,109,3,3
33,110,2,1
34,117,2,2
35,117,4,3
36,119,1,2
37,120,2,2
38,120,2,3
39,120,4,0
40,123,1,3
41,127,3,3
42,135,1,3
43,140,3,0
44,151,3,2
45,154,3,3
46,159,0,3
47,159,4,2
48,163,2,4
49,174,0,1
50,176,0,2
51,180,3,2
52,183,4,2
53,184,1,0
54,186,1,3
55,187,4,1
56,194,1,2
57,197,4,2
58,199,4,2
