,step,vertical_idx,horizontal_idx
0,7,2,2
1,9,3,2
2,12,4,1
3,17,2,3
4,21,0,1
5,22,2,1
6,27,1,4
7,29,3,2
8,36,4,3
9,37,0,3
10,40,2,4
11,42,4,3
12,47,1,2
13,60,4,2
14,61,2,3
15,62,0,2
16,66,0,3
17,66,1,1
18,69,4,1
19,77,2,1
20,80,0,4
21,80,4,1
22,90,3,3
23,97,2,2
24,101,2,1
25,102,4,0
26,109,1,1
27,110,2,1
28,112,3,1
29,129,3,4
30,133,2,2
31,137,3,2
32,138,2,3
33,139,1,2
34,144,1,2
35,144,3,4
36,145,3,4
37,148,3,1
38,149,1,2
39,151,1,1
40,151,1,2
41,154,0,1
42,158,1,0
43,164,0,3
44,164,1,2
45,168,3,1
46,178,3,2
47,181,1,4
48,186,3,2
49,191,3,1
50,193,3,4
51,194,0,1
52,199,4,3
