,step,vertical_idx,horizontal_idx
0,5,3,3
1,20,1,2
2,21,3,1
3,24,4,2
4,29,0,0
5,31,0,2
6,34,1,1
7,36,2,2
8,38,1,1
9,39,0,0
10,41,3,0
11,44,3,2
12,52,2,1
13,64,1,3
14,71,3,0
15,72,1,3
16,73,1,4
17,76,2,4
18,82,2,1
19,101,3,2
20,110,1,2
21,111,1,3
22,114,0,0
23,122,3,2
24,125,2,1
25,135,3,2
26,146,1,1
27,147,0,4
28,147,2,2
29,149,3,0
30,150,2,1
31,151,4,1
32,155,4,2
33,156,2,2
34,161,0,1
35,163,4,0
36,165,3,2
37,169,3,2
38,171,3,2
39,172,4,3
40,174,4,3
41,179,2,3
42,186,0,1
43,192,2,3
44,194,4,3
45,195,3,2
46,196,2,3
47,200,2,3
