,step,vertical_idx,horizontal_idx
0,2,3,2
1,5,0,2
2,11,0,3
3,12,4,0
4,20,2,2
5,21,0,3
6,22,4,4
7,28,4,2
8,35,1,0
9,35,4,3
10,39,2,1
11,49,0,1
12,51,0,2
13,55,1,3
14,56,3,1
15,66,4,2
16,77,2,2
17,86,2,2
18,87,3,2
19,91,0,2
20,91,1,4
21,100,4,4
22,104,4,3
23,109,4,2
24,109,4,3
25,116,4,0
26,122,4,3
27,127,0,4
28,128,4,4
29,134,0,3
30,136,2,3
31,145,1,2
32,151,2,2
33,152,3,1
34,156,1,1
35,167,2,2
36,172,0,2
37,172,4,4
38,174,0,3
39,177,0,3
40,177,2,2
41,180,0,1
42,180,1,3
43,181,0,0
44,186,4,1
45,191,4,4
46,198,0,2
