,step,vertical_idx,horizontal_idx
0,4,2,3
1,15,2,4
2,15,4,2
3,20,2,2
4,22,3,3
5,27,0,3
6,35,0,2
7,37,0,1
8,38,0,4
9,41,4,0
10,42,0,0
11,53,1,2
12,58,3,4
13,65,1,4
14,70,3,0
15,79,4,4
16,82,1,2
17,82,3,3
18,99,0,3
19,101,0,1
20,105,0,4
21,109,2,3
22,113,1,4
23,114,4,4
24,116,3,2
25,118,1,2
26,119,2,3
27,121,3,1
28,122,4,0
29,122,4,4
30,123,2,1
31,131,4,2
32,132,0,4
33,133,2,3
34,142,1,3
35,143,1,4
36,146,1,0
37,151,4,3
38,155,0,2
39,166,0,3
40,166,2,2
41,177,2,4
42,179,0,3
43,181,0,0
44,182,1,4
45,183,0,2
46,185,1,3
47,191,1,1
48,193,0,4
49,194,0,3
50,197,1,2
