,step,vertical_idx,horizontal_idx
0,2,3,2
1,5,0,3
2,12,2,2
3,17,3,4
4,17,1,2
5,19,2,1
6,28,1,2
7,33,4,2
8,36,4,3
9,37,3,3
10,38,2,4
11,39,1,0
12,40,3,1
13,41,2,1
14,43,1,0
15,50,3,2
16,60,0,1
17,62,3,2
18,69,0,3
19,70,3,4
20,88,3,0
21,94,2,2
22,94,3,2
23,97,2,2
24,97,3,3
25,98,1,4
26,100,4,2
27,103,2,4
28,105,3,4
29,115,0,4
30,115,4,4
31,118,1,3
32,133,0,4
33,136,4,0
34,138,4,1
35,151,1,0
36,164,4,3
37,170,3,4
38,171,2,3
39,181,3,2
40,182,1,4
41,185,4,4
42,187,3,0
43,188,0,3
44,189,3,1
45,190,1,3
46,196,2,3
