,step,vertical_idx,horizontal_idx
0,9,3,4
1,11,2,3
2,17,3,4
3,18,2,1
4,20,0,1
5,20,0,3
6,25,3,4
7,29,1,0
8,29,4,3
9,31,4,4
10,31,2,4
11,31,0,2
12,38,0,4
13,40,1,1
14,45,4,3
15,53,2,1
16,57,0,4
17,61,4,4
18,67,1,4
19,68,2,3
20,81,3,2
21,82,0,0
22,92,2,2
23,92,4,4
24,95,1,4
25,95,4,1
26,95,3,0
27,98,2,3
28,100,3,3
29,111,4,2
30,113,1,2
31,116,4,2
32,120,2,4
33,120,2,2
34,123,4,1
35,128,2,2
36,129,3,4
37,141,3,4
38,141,4,4
39,149,1,4
40,151,2,2
41,160,0,4
42,161,3,2
43,181,2,2
44,185,3,0
45,186,4,3
46,187,3,0
47,190,0,4
48,198,0,0
49,198,2,4
