,step,vertical_idx,horizontal_idx
0,8,3,4
1,12,1,1
2,18,1,0
3,21,4,1
4,30,1,1
5,32,0,1
6,36,3,1
7,42,4,4
8,48,0,4
9,48,4,4
10,50,0,2
11,53,4,4
12,55,4,4
13,60,1,2
14,62,0,1
15,65,2,1
16,68,0,0
17,82,1,4
18,82,1,2
19,87,0,3
20,90,1,2
21,91,2,2
22,94,2,3
23,107,0,2
24,107,3,1
25,107,4,3
26,108,0,3
27,115,4,3
28,115,3,2
29,116,2,3
30,117,3,4
31,121,1,4
32,122,2,1
33,129,3,0
34,133,3,3
35,135,1,1
36,136,4,4
37,138,4,0
38,139,0,4
39,140,3,4
40,141,3,4
41,143,0,2
42,144,0,3
43,147,0,0
44,148,1,4
45,149,3,4
46,158,2,3
47,161,4,2
48,174,4,3
49,175,0,0
50,178,3,1
51,180,4,2
52,183,2,1
53,184,1,4
54,188,3,4
55,188,1,0
56,192,1,1
57,197,0,0
58,197,4,0
