,step,vertical_idx,horizontal_idx
0,1,4,3
1,2,4,2
2,5,4,2
3,8,4,2
4,10,4,0
5,21,2,1
6,21,3,1
7,21,3,4
8,25,3,0
9,32,0,2
10,34,1,2
11,37,4,4
12,40,3,1
13,44,1,4
14,47,4,4
15,51,3,3
16,53,3,4
17,55,2,2
18,56,0,3
19,56,4,4
20,63,4,2
21,65,0,3
22,70,0,3
23,70,1,4
24,73,4,2
25,76,1,3
26,82,3,0
27,83,1,2
28,83,2,3
29,84,0,4
30,85,0,1
31,98,0,2
32,112,3,0
33,112,4,4
34,116,1,2
35,119,0,2
36,132,0,2
37,135,0,2
38,147,3,3
39,147,3,4
40,150,4,2
41,165,0,3
42,169,4,4
43,170,4,0
44,173,4,3
45,178,4,3
46,181,2,1
47,187,4,1
48,199,3,4
