,step,vertical_idx,horizontal_idx
0,1,3,1
1,2,0,0
2,6,1,2
3,7,0,1
4,8,0,2
5,8,2,3
6,12,0,4
7,13,3,0
8,16,0,4
9,22,0,2
10,22,0,4
11,25,4,2
12,32,0,2
13,40,4,2
14,46,0,4
15,50,0,4
16,51,1,1
17,54,4,0
18,71,3,0
19,72,4,2
20,75,0,1
21,81,0,0
22,81,4,2
23,82,0,3
24,82,0,4
25,83,4,4
26,85,4,1
27,92,0,3
28,94,2,1
29,94,2,4
30,95,4,2
31,97,0,4
32,97,4,1
33,101,3,3
34,106,1,2
35,106,4,3
36,107,1,3
37,108,0,2
38,110,4,2
39,114,1,1
40,115,3,3
41,123,3,0
42,124,4,2
43,128,3,4
44,133,0,3
45,133,4,0
46,137,2,4
47,141,1,2
48,143,0,1
49,154,1,1
50,156,4,0
51,157,0,0
52,158,1,2
53,158,1,3
54,160,3,2
55,167,0,3
56,167,3,0
57,173,0,4
58,186,3,2
59,186,4,3
60,193,4,0
61,194,4,3
