,step,vertical_idx,horizontal_idx
0,7,0,1
1,9,4,0
2,14,1,1
3,17,2,4
4,23,2,2
5,25,0,1
6,26,3,2
7,28,4,2
8,29,4,1
9,32,1,0
10,39,0,3
11,43,3,2
12,43,0,4
13,47,4,3
14,48,0,1
15,53,0,0
16,58,2,2
17,67,4,0
18,72,1,0
19,72,1,0
20,75,2,3
21,79,4,3
22,82,3,4
23,90,4,2
24,91,4,4
25,92,1,0
26,106,2,2
27,110,0,3
28,112,2,1
29,122,4,1
30,125,4,1
31,127,2,4
32,133,2,1
33,133,4,4
34,141,1,4
35,143,0,4
36,145,4,3
37,147,0,3
38,152,0,0
39,152,1,3
40,166,4,3
41,168,1,1
42,170,2,4
43,170,0,4
44,172,0,1
45,193,3,2
46,197,2,1
