,step,vertical_idx,horizontal_idx
0,4,3,3
1,5,0,2
2,10,0,2
3,15,4,0
4,19,4,2
5,23,1,0
6,23,3,4
7,31,2,1
8,34,3,2
9,36,0,3
10,36,2,1
11,45,1,3
12,46,3,2
13,48,1,4
14,66,3,2
15,69,0,3
16,72,4,1
17,74,0,4
18,80,2,2
19,84,3,0
20,91,0,1
21,94,0,1
22,94,2,4
23,99,0,1
24,101,4,4
25,102,1,3
26,104,2,4
27,108,4,2
28,109,3,0
29,111,0,4
30,116,0,3
31,117,1,1
32,118,0,0
33,120,1,4
34,127,0,2
35,136,2,1
36,137,3,4
37,139,1,1
38,144,0,2
39,144,2,3
40,147,1,4
41,149,1,3
42,149,3,3
43,150,3,3
44,153,0,3
45,159,2,1
46,171,1,4
47,177,2,1
48,180,3,4
49,182,3,2
50,183,4,0
51,183,0,2
52,186,0,3
53,191,2,2
54,191,2,2
