,step,vertical_idx,horizontal_idx
0,5,2,4
1,5,1,0
2,11,1,0
3,14,2,3
4,16,1,2
5,19,4,1
6,20,1,4
7,25,3,3
8,28,3,4
9,28,2,3
10,30,2,4
11,39,4,4
12,42,3,4
13,45,4,3
14,47,3,3
15,50,2,3
16,52,4,4
17,53,3,3
18,55,3,0
19,56,3,4
20,57,4,4
21,58,0,3
22,63,4,4
23,64,1,3
24,77,1,2
25,84,3,3
26,85,4,3
27,88,2,1
28,91,3,4
29,98,0,4
30,99,0,3
31,101,0,3
32,102,0,0
33,105,3,2
34,106,1,4
35,111,0,0
36,112,0,2
37,122,0,3
38,123,2,3
39,125,1,1
40,138,0,0
41,140,0,4
42,142,0,3
43,143,3,4
44,147,4,0
45,150,0,4
46,161,0,3
47,161,3,1
48,162,4,4
49,166,4,4
50,167,4,0
51,175,3,3
52,179,3,3
53,182,2,4
54,192,4,3
55,193,3,2
56,194,3,4
57,197,1,3
58,198,0,0
59,199,3,1
60,200,0,3
