,step,vertical_idx,horizontal_idx
0,3,3,2
1,13,2,3
2,15,0,4
3,18,2,1
4,18,2,1
5,18,4,1
6,20,3,4
7,22,2,2
8,23,3,2
9,37,4,0
10,42,4,4
11,44,1,0
12,46,4,2
13,61,2,4
14,65,2,3
15,68,3,4
16,76,1,2
17,77,0,1
18,79,1,2
19,79,1,3
20,79,4,2
21,81,2,4
22,84,0,3
23,85,0,3
24,95,1,1
25,101,3,0
26,109,0,0
27,124,3,1
28,126,2,2
29,128,4,0
30,135,0,2
31,136,0,0
32,136,3,2
33,138,3,4
34,139,1,2
35,141,4,0
36,141,3,3
37,144,1,0
38,149,2,3
39,150,2,4
40,153,2,3
41,163,0,4
42,168,1,1
43,168,1,4
44,171,4,2
45,174,3,1
46,191,0,1
47,193,4,3
48,194,2,4
49,194,0,4
50,197,1,1
51,200,2,1
