,step,vertical_idx,horizontal_idx
0,2,4,1
1,3,1,3
2,6,4,0
3,8,4,3
4,10,4,0
5,11,0,3
6,14,4,0
7,33,2,1
8,38,0,3
9,41,2,4
10,48,0,4
11,56,2,4
12,57,2,1
13,64,0,0
14,76,3,2
15,83,0,0
16,83,1,3
17,86,3,4
18,89,1,2
19,90,4,4
20,91,3,2
21,100,2,2
22,108,3,1
23,109,3,4
24,111,0,3
25,117,2,3
26,119,0,0
27,124,2,4
28,125,2,1
29,127,1,1
30,131,4,1
31,143,4,1
32,143,3,2
33,149,0,2
34,150,0,3
35,152,1,2
36,158,3,4
37,161,0,1
38,163,2,3
39,183,1,0
40,186,0,4
41,188,2,3
42,192,4,0
43,195,2,4
44,195,4,1
45,197,1,0
46,197,3,4
