,step,vertical_idx,horizontal_idx
0,3,1,2
1,6,1,3
2,6,3,4
3,7,3,2
4,9,3,3
5,10,3,3
6,15,4,1
7,16,4,2
8,18,2,4
9,22,3,1
10,24,0,3
11,31,2,4
12,32,1,4
13,40,0,3
14,40,2,3
15,42,2,2
16,44,1,3
17,44,4,2
18,47,3,4
19,48,4,3
20,55,1,1
21,56,0,3
22,59,4,1
23,59,3,1
24,61,4,1
25,67,2,3
26,68,1,3
27,72,4,4
28,79,3,3
29,80,2,1
30,85,1,3
31,86,4,3
32,90,2,1
33,91,0,0
34,97,0,1
35,99,1,0
36,109,2,4
37,110,3,3
38,121,0,3
39,134,4,1
40,135,2,3
41,138,2,2
42,147,1,2
43,147,1,3
44,151,0,0
45,164,0,3
46,167,3,4
47,181,4,4
48,191,3,4
49,193,4,1
50,194,4,4
51,195,4,1
52,197,2,4
