,step,vertical_idx,horizontal_idx
0,3,0,0
1,8,1,1
2,11,0,0
3,12,1,0
4,16,3,0
5,18,1,4
6,19,2,3
7,24,1,1
8,27,3,3
9,32,2,1
10,37,1,1
11,41,3,1
12,47,3,2
13,53,2,1
14,60,1,0
15,62,1,0
16,79,3,1
17,95,4,2
18,98,0,0
19,98,2,2
20,108,1,0
21,108,4,1
22,114,3,0
23,116,3,2
24,121,0,0
25,122,3,0
26,123,0,0
27,124,0,2
28,129,4,2
29,131,1,2
30,135,0,1
31,138,0,3
32,138,4,0
33,140,0,0
34,141,0,3
35,143,1,0
36,147,4,0
37,153,1,3
38,157,0,0
39,160,2,1
40,161,2,1
41,171,4,1
42,179,4,2
43,194,0,2
44,195,0,4
45,198,2,2
