,step,vertical_idx,horizontal_idx
0,8,2,1
1,9,1,2
2,13,2,2
3,13,3,0
4,14,2,2
5,14,4,0
6,18,3,3
7,19,3,0
8,21,4,1
9,23,1,2
10,37,4,1
11,39,3,1
12,40,1,2
13,46,1,0
14,50,3,4
15,50,4,0
16,55,0,1
17,55,3,0
18,56,2,2
19,58,4,1
20,59,0,0
21,60,2,3
22,75,4,4
23,77,3,1
24,82,1,3
25,83,2,1
26,88,1,2
27,89,2,4
28,95,4,3
29,106,4,2
30,108,3,0
31,110,1,2
32,111,1,1
33,116,3,1
34,120,4,2
35,121,4,0
36,122,4,0
37,124,2,3
38,125,1,0
39,128,3,1
40,128,3,2
41,128,3,3
42,130,4,4
43,131,1,2
44,133,1,0
45,135,1,2
46,142,0,1
47,142,3,1
48,147,1,2
49,151,3,1
50,153,0,3
51,159,1,3
52,165,2,3
53,175,0,0
54,184,4,2
55,189,0,2
56,189,4,1
57,190,1,2
58,195,3,2
