,step,vertical_idx,horizontal_idx
0,4,3,1
1,8,0,1
2,8,2,3
3,9,3,2
4,16,3,2
5,20,1,2
6,22,0,1
7,25,2,1
8,33,2,2
9,35,1,1
10,37,1,0
11,37,3,4
12,38,4,1
13,42,0,2
14,46,4,2
15,58,0,1
16,61,0,1
17,61,1,0
18,68,3,1
19,70,2,1
20,75,3,2
21,96,0,1
22,99,2,1
23,102,1,0
24,105,3,0
25,106,4,2
26,110,4,2
27,128,4,1
28,131,1,2
29,136,4,2
30,137,4,1
31,143,2,3
32,145,0,0
33,153,3,1
34,159,1,2
35,162,1,0
36,163,1,1
37,163,4,4
38,166,4,1
39,171,1,1
40,177,3,4
41,180,2,4
42,182,3,2
43,186,2,1
44,186,3,1
45,188,0,3
46,192,3,4
47,194,4,1
48,198,3,0
49,199,0,1
