,step,vertical_idx,horizontal_idx
0,7,1,2
1,27,4,0
2,29,0,2
3,38,4,0
4,39,4,0
5,40,0,2
6,45,3,2
7,46,1,2
8,46,2,1
9,52,0,0
10,60,0,1
11,66,3,2
12,66,4,1
13,71,3,2
14,72,1,2
15,72,4,0
16,73,2,1
17,77,0,0
18,82,2,1
19,82,4,0
20,90,2,2
21,99,0,2
22,101,3,0
23,101,3,1
24,109,1,3
25,111,4,2
26,114,0,0
27,116,2,4
28,117,0,2
29,118,4,1
30,129,0,3
31,131,3,0
32,133,3,2
33,150,2,3
34,158,2,3
35,159,3,2
36,160,0,2
37,163,1,0
38,163,4,0
39,165,2,3
40,165,3,2
41,171,0,0
42,171,4,1
43,176,1,2
44,177,1,1
45,178,3,0
46,178,4,0
47,179,1,2
48,184,4,3
49,187,4,2
50,196,0,2
