,step,vertical_idx,horizontal_idx
0,12,3,4
1,13,4,1
2,19,0,0
3,33,2,3
4,34,4,4
5,35,3,2
6,37,1,4
7,42,4,0
8,53,1,3
9,59,3,0
10,70,2,1
11,77,2,2
12,80,3,2
13,84,0,4
14,84,3,3
15,93,3,4
16,94,1,4
17,103,4,1
18,104,0,1
19,106,4,3
20,115,4,4
21,118,4,1
22,118,0,0
23,121,3,4
24,121,1,1
25,124,3,2
26,124,1,2
27,130,2,3
28,133,1,0
29,134,4,2
30,134,0,3
31,134,1,2
32,134,4,0
33,140,4,3
34,140,4,4
35,144,4,4
36,146,4,3
37,155,3,4
38,156,1,4
39,157,1,1
40,161,0,3
41,164,1,0
42,164,2,2
43,168,4,2
44,168,0,3
45,169,1,1
46,174,2,3
47,182,2,1
48,182,1,2
49,185,0,1
50,189,0,1
51,194,3,2
