,step,vertical_idx,horizontal_idx
0,2,3,0
1,3,0,2
2,6,1,4
3,11,0,0
4,11,1,3
5,17,4,3
6,17,4,1
7,18,0,2
8,23,0,2
9,25,0,3
10,37,4,3
11,37,4,4
12,38,3,1
13,39,2,1
14,43,4,4
15,44,0,2
16,49,0,3
17,51,4,4
18,54,0,3
19,60,0,1
20,63,0,3
21,66,4,2
22,66,3,2
23,68,2,3
24,74,4,3
25,81,1,2
26,82,1,4
27,83,1,3
28,84,1,1
29,98,4,0
30,99,1,2
31,101,1,4
32,109,0,2
33,114,2,1
34,118,4,2
35,121,2,1
36,129,0,4
37,135,4,2
38,151,0,4
39,153,4,3
40,154,1,1
41,156,1,1
42,156,2,1
43,159,4,2
44,165,2,2
45,189,4,3
46,191,3,3
47,198,2,4
