,step,vertical_idx,horizontal_idx
0,2,3,3
1,7,2,2
2,20,0,0
3,22,1,4
4,22,0,4
5,27,2,1
6,28,1,1
7,29,2,2
8,32,4,2
9,35,1,2
10,36,4,3
11,39,2,2
12,42,0,4
13,42,2,4
14,46,1,1
15,46,0,0
16,47,4,1
17,50,0,3
18,52,4,4
19,53,0,3
20,54,2,1
21,59,0,4
22,59,0,4
23,59,1,3
24,60,4,1
25,61,0,0
26,63,1,3
27,63,4,2
28,72,0,2
29,77,4,3
30,79,3,4
31,79,3,3
32,89,0,1
33,96,1,3
34,101,3,3
35,106,1,1
36,107,0,3
37,107,4,2
38,116,0,3
39,117,4,4
40,122,1,4
41,124,0,4
42,133,0,0
43,138,0,0
44,144,0,4
45,148,3,3
46,155,3,0
47,157,4,0
48,158,2,2
49,158,0,2
50,163,2,4
51,182,0,3
52,186,1,2
53,188,4,4
54,194,1,0
55,195,0,1
56,195,2,1
