,step,vertical_idx,horizontal_idx
0,1,1,4
1,5,2,3
2,7,1,2
3,8,4,4
4,20,1,2
5,23,2,3
6,27,1,3
7,30,3,2
8,30,0,1
9,35,4,3
10,39,1,2
11,42,3,2
12,45,0,4
13,52,0,3
14,64,3,3
15,65,0,0
16,76,0,3
17,92,1,1
18,93,0,2
19,103,4,1
20,105,4,0
21,109,3,0
22,109,2,4
23,110,2,2
24,112,3,3
25,114,4,3
26,114,2,1
27,117,3,2
28,117,3,1
29,117,0,2
30,131,0,3
31,135,2,1
32,145,4,2
33,154,2,3
34,157,1,4
35,159,0,4
36,160,1,0
37,163,0,1
38,167,0,4
39,168,3,3
40,169,4,4
41,173,0,0
42,175,0,4
43,178,4,4
44,184,4,0
45,185,1,2
