,step,vertical_idx,horizontal_idx
0,10,3,4
1,22,2,2
2,26,4,2
3,33,4,2
4,35,3,4
5,40,2,4
6,40,3,2
7,42,1,0
8,43,1,4
9,43,4,3
10,48,1,1
11,50,1,1
12,50,2,3
13,51,4,2
14,56,1,0
15,59,2,4
16,60,2,3
17,69,4,1
18,73,0,1
19,81,3,1
20,86,1,0
21,88,1,1
22,91,4,0
23,93,2,3
24,95,4,1
25,101,2,3
26,110,4,2
27,111,1,1
28,122,2,3
29,128,4,4
30,134,3,4
31,138,3,3
32,144,3,2
33,149,0,1
34,152,2,2
35,153,2,4
36,166,4,3
37,170,3,4
38,171,1,1
39,172,1,3
40,173,3,2
41,176,3,2
42,180,2,3
43,182,2,3
44,183,2,3
45,184,1,1
46,189,1,1
47,189,4,2
