,step,vertical_idx,horizontal_idx
0,3,4,0
1,5,2,4
2,6,4,4
3,9,1,2
4,14,1,1
5,15,3,3
6,31,1,1
7,34,2,3
8,36,2,1
9,37,3,1
10,41,2,2
11,60,2,3
12,60,4,3
13,64,4,2
14,73,1,0
15,77,4,1
16,82,0,0
17,87,4,2
18,90,4,3
19,91,3,3
20,93,0,2
21,100,4,2
22,101,2,3
23,103,4,3
24,106,4,3
25,109,2,3
26,115,3,3
27,126,3,2
28,127,3,0
29,127,3,1
30,129,1,2
31,130,4,3
32,131,2,2
33,142,4,3
34,143,1,4
35,144,2,3
36,144,3,2
37,148,4,2
38,149,1,1
39,149,1,2
40,151,2,2
41,159,2,1
42,166,3,1
43,179,1,2
44,180,1,3
45,184,1,0
46,185,4,1
47,186,1,1
48,186,2,2
49,194,2,4
50,200,2,4
