,step,vertical_idx,horizontal_idx
0,3,2,1
1,5,4,2
2,9,3,2
3,20,2,2
4,32,3,1
5,35,0,4
6,44,1,3
7,56,2,2
8,58,0,2
9,64,2,2
10,69,4,4
11,72,4,1
12,76,2,1
13,78,2,1
14,93,3,0
15,93,3,3
16,95,1,1
17,95,2,1
18,96,1,2
19,98,2,1
20,98,4,1
21,103,1,3
22,105,0,1
23,106,1,3
24,107,2,1
25,112,2,4
26,113,4,3
27,123,3,3
28,126,3,2
29,130,1,1
30,131,2,2
31,133,1,3
32,134,2,2
33,137,1,3
34,138,2,1
35,138,4,2
36,141,3,1
37,144,4,3
38,158,1,1
39,167,2,2
40,169,2,1
41,170,4,1
42,174,1,1
43,181,4,2
44,192,1,1
45,192,1,3
46,194,2,2
47,194,2,3
48,200,1,3
