,step,vertical_idx,horizontal_idx
0,2,2,1
1,2,3,3
2,3,3,3
3,8,4,2
4,10,4,1
5,11,4,3
6,12,0,1
7,14,2,4
8,16,2,4
9,23,3,1
10,34,2,3
11,35,3,1
12,36,3,0
13,38,2,2
14,42,4,4
15,43,3,1
16,46,1,1
17,50,2,2
18,53,4,2
19,55,1,2
20,59,1,3
21,65,1,1
22,66,2,1
23,68,1,2
24,71,2,3
25,83,2,3
26,86,2,4
27,87,4,1
28,94,4,2
29,95,2,2
30,100,4,3
31,103,1,1
32,103,3,0
33,103,4,1
34,108,1,2
35,109,1,1
36,109,4,3
37,111,1,2
38,113,1,1
39,113,2,3
40,116,1,1
41,126,3,4
42,126,4,3
43,130,1,1
44,142,2,2
45,144,4,1
46,145,3,3
47,152,3,3
48,153,4,0
49,153,4,2
50,159,4,2
51,163,3,2
52,168,0,0
53,172,1,4
54,173,2,3
55,175,2,4
56,177,3,3
57,177,4,2
58,183,4,2
59,189,2,3
60,196,2,2
61,197,2,1
62,200,2,1
