,step,vertical_idx,horizontal_idx
0,1,1,2
1,5,2,2
2,10,4,0
3,12,2,1
4,15,3,2
5,15,4,4
6,19,3,3
7,27,1,2
8,28,4,2
9,34,4,2
10,38,1,0
11,42,1,4
12,44,1,1
13,46,2,4
14,48,1,2
15,55,1,1
16,55,2,3
17,58,1,0
18,58,2,3
19,59,1,1
20,65,2,3
21,68,1,2
22,76,2,2
23,80,1,1
24,83,4,2
25,86,0,2
26,89,3,1
27,90,2,3
28,91,4,2
29,93,2,2
30,96,4,1
31,101,3,2
32,112,1,1
33,119,4,2
34,120,2,3
35,121,1,1
36,121,2,1
37,124,2,4
38,129,2,3
39,129,4,3
40,133,1,1
41,139,2,1
42,140,1,1
43,146,1,1
44,152,1,1
45,156,4,2
46,157,1,1
47,158,4,2
48,165,0,1
49,167,1,1
50,176,4,1
51,177,3,2
52,190,0,2
53,193,1,2
54,198,2,2
55,199,4,4
