,step,vertical_idx,horizontal_idx
0,1,1,4
1,6,1,1
2,8,3,3
3,8,4,2
4,16,0,3
5,29,3,2
6,30,4,2
7,32,0,3
8,34,1,2
9,41,4,2
10,50,4,0
11,55,4,2
12,57,1,3
13,58,2,3
14,61,1,3
15,78,1,3
16,82,1,3
17,83,2,3
18,92,0,3
19,93,2,3
20,98,2,2
21,98,2,3
22,102,1,1
23,107,3,1
24,108,3,1
25,111,1,3
26,113,1,3
27,115,2,1
28,117,3,3
29,123,2,2
30,130,2,3
31,131,4,1
32,133,2,3
33,134,2,3
34,139,4,1
35,140,3,1
36,154,1,4
37,157,1,1
38,171,1,1
39,171,1,4
40,173,3,1
41,181,2,2
42,182,4,2
43,184,0,0
44,188,0,3
45,189,3,2
46,199,3,2
47,199,4,4
