,step,vertical_idx,horizontal_idx
0,4,1,1
1,16,1,1
2,16,3,4
3,17,2,2
4,23,2,2
5,26,4,2
6,28,1,3
7,30,1,1
8,40,3,3
9,43,1,2
10,47,0,2
11,56,0,1
12,57,3,3
13,57,4,2
14,60,3,3
15,62,4,3
16,64,3,2
17,70,4,2
18,78,2,2
19,79,1,2
20,85,1,3
21,87,3,1
22,103,1,2
23,106,1,0
24,108,2,1
25,113,3,2
26,117,1,1
27,120,3,3
28,129,3,0
29,132,2,4
30,133,2,4
31,136,1,1
32,140,2,1
33,143,4,3
34,145,3,1
35,150,1,1
36,153,2,1
37,155,1,1
38,155,2,3
39,170,2,3
40,171,3,2
41,174,4,2
42,179,4,0
43,184,1,3
44,184,3,3
45,193,1,3
