,step,vertical_idx,horizontal_idx
0,1,2,3
1,5,2,3
2,6,1,3
3,12,3,0
4,18,0,1
5,21,3,3
6,27,2,1
7,28,1,3
8,29,0,1
9,31,0,4
10,31,1,2
11,32,2,3
12,37,1,2
13,40,2,3
14,40,4,3
15,57,4,1
16,61,1,1
17,66,1,1
18,69,1,1
19,72,2,3
20,73,2,3
21,77,4,2
22,79,3,3
23,89,1,1
24,92,4,3
25,97,1,2
26,104,1,3
27,107,1,3
28,107,2,3
29,110,0,1
30,120,1,1
31,121,1,1
32,122,1,0
33,128,2,2
34,130,1,1
35,143,0,3
36,147,1,1
37,147,3,4
38,150,1,1
39,154,4,4
40,159,1,1
41,164,2,1
42,165,3,4
43,169,1,1
44,170,4,2
45,172,4,3
46,183,1,3
47,184,1,1
48,191,0,2
49,191,1,0
50,193,1,1
51,195,2,2
