,step,vertical_idx,horizontal_idx
0,4,1,3
1,13,1,2
2,14,2,1
3,17,2,2
4,18,3,3
5,27,1,2
6,33,1,2
7,44,3,2
8,45,2,2
9,48,1,1
10,51,2,4
11,53,3,3
12,58,4,1
13,58,4,2
14,61,2,1
15,62,2,1
16,64,1,0
17,65,1,1
18,65,3,2
19,67,3,2
20,76,2,2
21,76,3,3
22,85,1,2
23,85,3,1
24,95,1,2
25,104,2,3
26,106,4,1
27,111,1,2
28,112,0,3
29,119,1,2
30,128,0,3
31,128,4,2
32,132,4,4
33,136,2,3
34,137,1,1
35,141,3,4
36,144,4,2
37,151,4,3
38,166,3,3
39,171,1,2
40,173,2,4
41,180,2,3
42,183,1,2
43,185,1,1
44,188,1,2
45,190,1,0
46,193,4,2
47,196,2,3
48,200,3,4
