,step,vertical_idx,horizontal_idx
0,1,1,1
1,5,3,1
2,6,4,1
3,10,1,0
4,12,0,1
5,21,3,1
6,22,3,0
7,27,2,1
8,34,1,1
9,40,4,2
10,41,2,3
11,44,4,2
12,47,4,2
13,57,4,2
14,58,0,1
15,63,1,3
16,69,1,4
17,85,2,1
18,88,1,1
19,88,4,3
20,92,1,1
21,94,4,1
22,98,1,1
23,103,3,1
24,107,1,4
25,111,1,2
26,112,4,2
27,119,4,2
28,120,1,1
29,125,2,3
30,127,4,3
31,139,2,3
32,144,3,3
33,145,1,3
34,160,4,2
35,161,1,3
36,161,4,2
37,163,1,2
38,164,4,3
39,166,4,3
40,168,2,3
41,168,4,3
42,175,4,2
43,176,2,2
44,180,1,0
45,184,4,2
46,185,4,2
47,187,4,1
48,194,4,3
49,196,2,2
50,197,2,1
51,197,3,3
