,step,vertical_idx,horizontal_idx
0,7,1,1
1,20,4,3
2,21,1,3
3,21,3,4
4,24,1,0
5,26,1,1
6,27,0,1
7,36,3,1
8,40,3,3
9,48,3,0
10,50,1,2
11,50,3,2
12,51,0,2
13,51,1,0
14,65,0,2
15,71,3,2
16,76,0,1
17,77,1,2
18,81,4,2
19,83,3,0
20,85,3,1
21,85,4,2
22,90,4,2
23,91,1,1
24,92,3,3
25,94,1,2
26,94,4,4
27,97,4,3
28,100,0,2
29,102,2,4
30,106,0,1
31,112,1,1
32,117,3,2
33,118,2,1
34,121,3,1
35,122,0,1
36,122,2,3
37,128,2,2
38,129,1,1
39,138,1,0
40,142,3,1
41,143,0,1
42,148,0,1
43,148,3,3
44,155,0,2
45,159,4,3
46,176,1,0
47,177,2,3
48,180,3,3
49,180,4,3
50,187,0,2
51,189,3,3
52,192,0,2
53,192,4,0
54,195,3,3
55,198,0,2
