,step,vertical_idx,horizontal_idx
0,1,1,2
1,6,2,1
2,14,1,2
3,19,1,2
4,19,4,1
5,23,3,2
6,24,4,3
7,32,2,2
8,47,2,3
9,50,1,2
10,50,3,2
11,50,4,2
12,55,1,1
13,59,0,3
14,62,3,3
15,63,4,2
16,70,1,0
17,73,2,3
18,74,2,3
19,75,4,2
20,76,1,1
21,77,1,1
22,86,3,1
23,87,1,1
24,88,2,1
25,90,1,1
26,95,1,2
27,99,2,4
28,101,1,1
29,106,1,0
30,109,2,3
31,111,4,4
32,126,2,4
33,130,1,0
34,133,1,1
35,134,2,1
36,135,3,3
37,140,2,1
38,147,3,2
39,153,2,3
40,154,0,2
41,158,1,1
42,160,1,2
43,161,3,3
44,162,4,2
45,168,4,2
46,185,1,1
47,192,0,3
48,192,2,2
49,198,1,3
