,step,vertical_idx,horizontal_idx
0,7,4,1
1,7,4,4
2,8,2,3
3,14,4,1
4,20,1,1
5,25,0,1
6,35,3,3
7,37,1,4
8,37,3,3
9,40,4,1
10,42,4,2
11,47,2,2
12,49,4,2
13,57,2,3
14,58,2,3
15,64,4,2
16,67,3,2
17,68,1,2
18,68,2,3
19,70,1,1
20,70,4,3
21,74,2,1
22,74,3,3
23,74,4,3
24,85,4,3
25,87,1,1
26,103,4,1
27,108,4,1
28,111,2,3
29,112,3,3
30,114,3,1
31,115,2,1
32,116,3,3
33,128,1,3
34,149,1,1
35,149,4,2
36,150,1,2
37,157,3,2
38,158,3,3
39,160,2,1
40,160,2,4
41,160,3,1
42,160,4,3
43,161,3,3
44,165,4,3
45,166,2,3
46,169,1,1
47,171,2,3
48,177,1,3
49,182,2,1
50,183,4,0
51,184,4,2
52,188,2,4
53,199,2,2
