,step,vertical_idx,horizontal_idx
0,20,3,1
1,25,3,2
2,27,1,3
3,27,2,4
4,28,3,1
5,34,1,1
6,35,1,1
7,45,4,1
8,49,3,3
9,56,2,3
10,58,3,0
11,64,3,3
12,66,1,1
13,66,2,2
14,68,1,1
15,70,2,3
16,76,3,4
17,81,4,2
18,83,0,2
19,85,2,3
20,90,1,0
21,91,4,1
22,97,2,3
23,97,3,0
24,98,3,0
25,110,4,2
26,116,2,4
27,119,3,3
28,135,1,1
29,141,3,2
30,144,4,3
31,148,1,4
32,154,1,3
33,155,4,2
34,162,1,2
35,164,2,2
36,177,2,3
37,179,0,1
38,179,1,3
39,184,2,3
40,185,3,3
41,186,1,2
42,188,3,0
43,191,1,1
44,198,0,3
45,198,1,3
