,step,vertical_idx,horizontal_idx
0,3,3,4
1,16,0,2
2,17,2,2
3,29,1,1
4,30,4,1
5,33,1,1
6,34,0,3
7,35,2,4
8,39,1,1
9,40,4,4
10,45,4,0
11,51,3,3
12,51,4,2
13,57,4,2
14,63,2,3
15,63,2,4
16,67,1,4
17,67,2,1
18,68,2,2
19,69,2,3
20,71,1,3
21,72,4,4
22,75,1,2
23,75,4,2
24,76,1,1
25,76,2,2
26,81,4,2
27,89,2,3
28,91,3,1
29,92,0,0
30,107,4,2
31,111,2,3
32,113,4,1
33,117,2,4
34,124,3,2
35,127,4,3
36,129,2,3
37,129,2,4
38,135,3,4
39,147,2,2
40,155,0,1
41,159,4,2
42,163,3,3
43,172,4,2
44,173,4,1
45,175,4,3
46,186,1,3
47,188,0,2
48,192,3,1
49,197,3,1
50,198,2,3
51,200,1,2
