,step,vertical_idx,horizontal_idx
0,5,1,4
1,7,3,3
2,8,1,1
3,9,4,2
4,11,1,4
5,12,3,3
6,19,2,3
7,20,2,3
8,26,4,2
9,27,2,3
10,33,2,2
11,37,2,2
12,45,1,0
13,45,2,2
14,46,3,3
15,51,0,2
16,54,2,2
17,59,1,1
18,59,4,2
19,69,1,2
20,74,2,3
21,75,2,3
22,76,2,3
23,90,1,1
24,94,2,4
25,103,4,2
26,105,1,2
27,112,1,1
28,113,4,3
29,115,1,1
30,116,1,1
31,117,1,2
32,118,4,1
33,123,2,3
34,123,4,2
35,134,3,2
36,136,1,2
37,140,4,4
38,144,2,3
39,150,4,2
40,150,4,3
41,169,0,2
42,169,1,0
43,173,3,4
44,174,3,3
45,175,1,2
46,175,2,4
47,183,1,1
48,183,2,4
49,187,3,2
50,196,4,2
51,199,4,2
52,200,1,1
