,step,vertical_idx,horizontal_idx
0,8,2,1
1,13,0,2
2,15,4,4
3,17,1,2
4,19,2,3
5,21,1,0
6,27,1,1
7,27,4,3
8,28,1,2
9,31,2,1
10,33,2,4
11,37,4,1
12,37,4,2
13,40,4,2
14,41,3,2
15,47,1,1
16,55,1,1
17,55,3,2
18,63,1,1
19,63,2,4
20,68,3,4
21,73,3,1
22,80,4,4
23,82,2,3
24,90,1,1
25,96,1,1
26,100,3,0
27,104,1,1
28,117,1,1
29,123,2,1
30,127,2,2
31,128,2,2
32,130,3,2
33,134,1,1
34,134,3,3
35,141,3,2
36,154,4,2
37,159,2,3
38,161,3,2
39,162,1,0
40,163,2,3
41,172,3,2
42,182,2,2
43,185,2,3
44,188,4,3
45,192,4,2
46,193,1,3
47,194,4,1
48,197,0,1
49,200,2,3
50,200,4,4
