,step,vertical_idx,horizontal_idx
0,5,2,1
1,6,0,4
2,6,4,3
3,20,1,1
4,25,4,3
5,27,2,3
6,29,3,3
7,32,4,1
8,36,2,1
9,37,0,3
10,45,2,3
11,49,2,4
12,64,3,3
13,65,2,1
14,69,2,3
15,69,4,0
16,75,3,4
17,81,4,1
18,91,0,3
19,92,1,1
20,96,4,2
21,105,2,4
22,105,4,2
23,123,1,3
24,132,1,1
25,140,3,2
26,140,3,3
27,140,4,2
28,141,1,2
29,142,0,0
30,149,0,0
31,150,3,3
32,155,2,2
33,157,1,3
34,157,3,4
35,159,1,1
36,164,2,1
37,165,2,3
38,165,3,3
39,168,3,3
40,172,0,0
41,179,1,2
42,181,4,3
43,187,3,3
44,190,1,1
45,190,1,2
46,190,3,3
