,step,vertical_idx,horizontal_idx
0,6,4,2
1,9,1,1
2,28,3,3
3,29,3,3
4,33,4,2
5,36,1,4
6,36,2,3
7,39,1,2
8,41,1,3
9,57,2,3
10,66,2,4
11,72,2,1
12,74,1,1
13,74,1,2
14,80,1,0
15,81,0,2
16,82,2,3
17,83,2,1
18,88,1,1
19,90,4,2
20,98,0,3
21,103,1,0
22,108,0,1
23,114,4,1
24,115,2,3
25,117,2,3
26,119,4,4
27,125,3,2
28,135,4,1
29,147,1,1
30,148,2,1
31,150,1,1
32,151,2,1
33,153,1,0
34,156,4,2
35,164,0,4
36,170,1,0
37,173,4,2
38,175,3,2
39,175,4,2
40,181,4,0
41,182,0,0
42,186,4,2
43,192,1,0
44,196,1,2
45,197,4,2
46,200,2,1
