,step,vertical_idx,horizontal_idx
0,4,2,4
1,4,3,1
2,8,2,4
3,12,2,2
4,21,1,0
5,24,0,0
6,34,1,3
7,41,2,3
8,42,2,3
9,44,3,2
10,45,2,4
11,47,2,1
12,53,1,3
13,55,4,2
14,58,1,1
15,63,3,1
16,64,2,3
17,66,1,1
18,71,3,2
19,73,2,1
20,79,1,3
21,82,1,3
22,91,4,4
23,93,1,1
24,97,3,3
25,98,4,2
26,100,1,1
27,107,4,0
28,110,3,2
29,111,2,4
30,119,3,2
31,120,4,4
32,123,3,4
33,123,4,0
34,125,4,2
35,127,1,4
36,133,4,3
37,134,1,1
38,134,2,1
39,134,2,3
40,137,3,3
41,140,0,3
42,144,1,1
43,153,4,4
44,158,3,3
45,162,4,3
46,163,0,3
47,166,2,2
48,166,4,2
49,175,0,0
50,183,4,4
51,190,1,1
52,191,2,3
53,193,1,1
54,193,4,2
55,195,0,2
