,step,vertical_idx,horizontal_idx
0,2,3,2
1,4,1,1
2,8,1,1
3,9,1,0
4,20,2,1
5,20,2,2
6,20,2,3
7,23,3,3
8,29,1,2
9,31,3,3
10,33,2,1
11,34,1,2
12,43,1,1
13,44,1,2
14,58,1,2
15,61,1,1
16,64,4,1
17,66,2,3
18,71,4,3
19,73,4,3
20,74,2,1
21,75,0,3
22,76,0,2
23,76,1,1
24,84,3,2
25,87,1,1
26,89,4,4
27,92,1,3
28,93,3,0
29,96,3,3
30,101,4,4
31,102,2,4
32,107,3,2
33,111,2,3
34,117,0,4
35,119,4,2
36,120,3,3
37,123,3,1
38,125,3,3
39,130,2,3
40,131,4,1
41,132,4,3
42,137,0,0
43,145,0,2
44,147,3,3
45,148,1,3
46,151,1,1
47,153,1,1
48,153,2,3
49,161,3,3
50,161,4,1
51,162,2,3
52,173,2,3
53,174,1,1
54,176,0,1
55,177,0,1
56,181,2,3
57,187,2,2
58,198,2,2
