,step,vertical_idx,horizontal_idx
0,21,0,1
1,21,3,3
2,22,4,2
3,23,4,2
4,27,4,2
5,29,4,1
6,30,4,0
7,34,1,3
8,34,2,3
9,38,4,1
10,39,3,2
11,39,4,2
12,40,3,4
13,44,1,0
14,44,2,4
15,49,2,4
16,51,1,2
17,53,1,2
18,61,3,3
19,62,4,2
20,76,4,1
21,82,1,1
22,90,4,2
23,94,2,2
24,95,4,2
25,98,0,1
26,98,1,2
27,104,1,0
28,108,1,1
29,110,3,1
30,111,0,4
31,119,0,3
32,119,4,2
33,123,1,3
34,126,2,3
35,129,1,2
36,130,0,1
37,133,1,1
38,136,0,2
39,139,2,1
40,141,0,3
41,146,0,3
42,149,3,2
43,152,3,2
44,156,1,2
45,166,4,2
46,170,1,1
47,176,1,1
48,189,3,0
49,197,1,1
