,step,vertical_idx,horizontal_idx
0,6,1,1
1,11,1,1
2,11,1,2
3,13,4,4
4,14,3,1
5,23,4,3
6,28,2,3
7,29,1,1
8,43,4,0
9,47,1,0
10,48,1,1
11,49,1,4
12,56,0,2
13,58,0,4
14,60,2,2
15,63,1,4
16,68,1,0
17,71,2,1
18,72,0,2
19,74,1,1
20,82,1,0
21,82,3,2
22,97,0,2
23,104,2,2
24,104,4,4
25,106,3,4
26,119,2,3
27,124,3,2
28,128,1,0
29,131,2,2
30,133,1,1
31,137,4,2
32,138,1,0
33,152,3,3
34,158,2,2
35,158,4,2
36,162,2,2
37,164,4,3
38,184,3,1
39,186,2,4
40,188,3,1
41,189,2,2
42,191,3,3
43,195,2,1
44,200,2,4
45,200,3,3
