,step,vertical_idx,horizontal_idx
0,1,2,3
1,3,4,3
2,5,4,4
3,15,1,1
4,16,2,3
5,23,1,2
6,28,4,3
7,39,0,2
8,40,4,2
9,43,3,1
10,45,2,3
11,54,3,2
12,62,1,1
13,63,4,4
14,67,1,1
15,68,2,1
16,78,3,0
17,83,2,3
18,87,4,3
19,88,1,2
20,99,2,3
21,104,1,1
22,111,1,2
23,114,2,1
24,115,1,2
25,120,4,2
26,131,2,2
27,132,4,2
28,133,1,0
29,139,2,4
30,142,1,1
31,145,2,3
32,150,0,1
33,150,1,2
34,153,0,0
35,157,3,1
36,162,2,3
37,169,0,1
38,170,2,3
39,177,0,2
40,178,1,1
41,180,1,1
42,190,0,3
43,193,0,0
44,195,3,3
45,200,3,2
