,step,vertical_idx,horizontal_idx
0,1,4,1
1,3,1,0
2,7,2,1
3,10,2,4
4,17,2,1
5,20,2,3
6,25,1,2
7,28,2,3
8,32,4,1
9,37,0,2
10,40,3,4
11,42,3,2
12,46,0,3
13,47,1,2
14,61,1,3
15,67,4,3
16,71,4,0
17,73,2,3
18,73,4,3
19,76,1,0
20,78,3,2
21,82,2,3
22,84,3,1
23,87,4,1
24,88,3,1
25,88,3,2
26,92,4,2
27,93,1,3
28,99,1,2
29,100,2,3
30,102,2,2
31,106,4,2
32,108,4,2
33,111,3,1
34,125,1,4
35,127,4,1
36,130,1,1
37,134,2,4
38,137,4,2
39,138,4,1
40,140,3,1
41,145,1,1
42,148,4,1
43,148,4,3
44,149,1,1
45,155,4,0
46,158,1,0
47,158,3,0
48,159,1,0
49,159,4,3
50,161,4,1
51,173,1,4
52,173,2,1
53,173,2,3
54,179,1,0
55,181,0,2
56,184,1,1
57,194,4,3
58,196,4,1
