,step,vertical_idx,horizontal_idx
0,8,4,1
1,13,2,2
2,19,3,2
3,20,1,1
4,22,4,1
5,30,1,0
6,31,0,3
7,32,1,2
8,35,3,2
9,37,2,1
10,38,2,3
11,41,4,3
12,49,3,1
13,50,0,3
14,51,2,3
15,69,2,1
16,69,2,3
17,72,1,2
18,72,4,2
19,78,4,2
20,82,4,1
21,85,2,1
22,86,1,0
23,87,1,2
24,94,3,3
25,95,2,3
26,97,3,3
27,99,1,1
28,99,4,0
29,107,3,0
30,108,1,1
31,113,4,2
32,120,4,2
33,125,2,2
34,126,3,1
35,127,0,0
36,127,1,1
37,127,2,3
38,139,4,3
39,142,4,3
40,145,2,3
41,146,4,2
42,153,1,2
43,154,0,1
44,157,2,3
45,161,2,3
46,162,3,1
47,162,3,3
48,165,4,1
49,167,0,0
50,167,2,1
51,167,4,3
52,169,2,3
53,171,1,1
54,175,4,4
55,181,1,1
56,186,4,1
57,188,2,3
58,190,2,2
59,191,4,1
60,194,1,0
