,step,vertical_idx,horizontal_idx
0,7,1,1
1,9,2,3
2,16,2,4
3,17,1,0
4,18,1,3
5,19,1,3
6,19,4,1
7,22,4,3
8,33,4,2
9,35,1,2
10,38,2,2
11,40,2,3
12,47,1,1
13,57,2,3
14,62,1,1
15,67,1,2
16,68,2,3
17,70,2,2
18,72,4,2
19,73,2,3
20,74,4,2
21,84,2,3
22,84,3,4
23,86,3,4
24,89,3,3
25,95,1,1
26,99,2,2
27,102,4,2
28,103,3,4
29,106,2,3
30,116,2,3
31,119,1,3
32,121,3,2
33,123,1,1
34,127,3,2
35,135,1,3
36,135,2,3
37,138,2,3
38,141,0,2
39,143,3,3
40,143,4,2
41,152,2,2
42,154,3,3
43,159,1,2
44,159,2,3
45,159,3,0
46,161,2,2
47,162,3,3
48,163,2,2
49,170,2,4
50,172,1,0
51,173,4,2
52,189,1,1
53,193,2,3
