,step,vertical_idx,horizontal_idx
0,1,0,3
1,5,1,1
2,6,2,3
3,7,4,2
4,9,1,0
5,12,1,0
6,17,2,2
7,19,2,3
8,26,0,3
9,30,1,1
10,33,1,2
11,37,0,2
12,37,1,1
13,37,1,4
14,44,0,1
15,45,1,3
16,48,2,3
17,55,3,1
18,59,4,1
19,62,1,1
20,63,2,3
21,74,4,1
22,74,4,2
23,75,2,1
24,75,4,4
25,82,4,3
26,83,4,3
27,86,2,2
28,88,2,1
29,89,3,3
30,97,2,3
31,105,3,1
32,111,1,1
33,117,2,3
34,117,3,1
35,123,3,2
36,123,4,2
37,129,1,1
38,136,3,0
39,141,2,3
40,150,0,1
41,150,4,3
42,156,3,2
43,160,1,3
44,163,4,4
45,169,0,3
46,169,2,3
47,172,1,3
48,174,1,1
49,191,3,3
50,192,2,3
51,193,3,2
52,194,4,2
