,step,vertical_idx,horizontal_idx
0,9,3,2
1,19,1,1
2,20,1,1
3,24,2,2
4,27,1,2
5,32,4,1
6,33,1,0
7,34,3,2
8,36,4,2
9,39,3,3
10,48,2,4
11,52,2,2
12,55,3,3
13,56,3,2
14,63,1,3
15,64,1,0
16,74,1,1
17,82,4,2
18,85,2,3
19,89,2,3
20,93,3,2
21,96,4,2
22,97,1,1
23,97,3,2
24,99,3,3
25,100,1,2
26,100,4,4
27,103,0,0
28,104,0,3
29,112,4,2
30,122,1,2
31,124,2,1
32,130,0,2
33,139,2,3
34,139,4,2
35,147,4,2
36,151,3,1
37,153,3,3
38,160,3,3
39,167,2,3
40,173,2,3
41,187,2,3
42,187,4,3
43,194,2,3
44,197,0,3
45,197,4,2
46,198,0,0
