,step,vertical_idx,horizontal_idx
0,5,4,2
1,7,0,1
2,7,1,4
3,7,4,3
4,12,3,3
5,14,2,1
6,24,1,2
7,25,4,3
8,27,2,3
9,31,1,2
10,32,2,2
11,34,1,3
12,35,4,2
13,37,0,1
14,37,2,3
15,39,1,3
16,39,4,3
17,40,3,1
18,44,2,4
19,46,3,3
20,54,0,3
21,57,2,1
22,59,3,2
23,59,4,4
24,70,1,4
25,73,4,2
26,75,2,3
27,76,2,1
28,78,1,4
29,79,3,3
30,82,3,3
31,85,2,2
32,88,0,1
33,91,1,1
34,93,0,1
35,102,3,2
36,103,4,2
37,107,3,3
38,110,4,2
39,111,2,2
40,117,0,1
41,129,4,3
42,131,1,2
43,135,0,1
44,135,2,3
45,146,2,3
46,150,4,2
47,158,1,2
48,162,1,3
49,167,2,1
50,176,1,0
51,178,2,4
52,179,1,3
53,188,2,4
54,194,2,1
55,200,0,2
