,step,vertical_idx,horizontal_idx
0,10,1,2
1,12,0,3
2,17,2,4
3,19,2,2
4,23,4,2
5,31,4,2
6,36,3,3
7,41,1,2
8,41,4,2
9,48,4,3
10,49,0,2
11,49,4,4
12,51,0,1
13,53,2,1
14,57,1,3
15,57,4,3
16,63,3,3
17,82,4,1
18,88,1,1
19,92,2,3
20,98,4,2
21,103,3,3
22,104,2,3
23,106,0,0
24,111,2,4
25,114,1,0
26,114,2,2
27,116,4,2
28,123,2,2
29,124,4,0
30,127,1,2
31,128,3,3
32,129,1,1
33,136,2,1
34,140,1,1
35,149,4,2
36,157,2,1
37,160,3,1
38,166,0,1
39,168,2,4
40,170,2,3
41,172,0,3
42,175,3,2
43,175,3,3
44,180,3,3
45,181,1,1
46,187,1,1
