,step,vertical_idx,horizontal_idx
0,2,1,3
1,2,2,2
2,2,3,1
3,7,1,0
4,7,4,2
5,8,4,4
6,14,1,4
7,23,0,1
8,38,0,1
9,41,1,0
10,41,3,1
11,41,3,4
12,44,1,0
13,49,3,3
14,50,1,1
15,50,2,1
16,55,1,2
17,57,1,0
18,58,1,4
19,59,1,3
20,63,2,3
21,74,4,3
22,84,0,1
23,84,1,1
24,87,3,0
25,92,4,1
26,95,4,4
27,105,2,3
28,105,2,4
29,105,4,2
30,106,0,1
31,106,4,1
32,122,3,2
33,125,0,1
34,125,3,2
35,137,2,3
36,140,3,3
37,141,2,4
38,142,4,4
39,153,4,0
40,157,2,3
41,160,1,1
42,163,0,1
43,175,4,2
44,178,2,2
45,179,3,4
46,184,4,0
47,185,0,0
48,185,1,1
49,192,1,3
50,192,2,2
51,192,3,2
52,194,2,1
53,195,2,3
54,198,2,3
55,199,3,1
