,step,vertical_idx,horizontal_idx
0,4,2,2
1,5,2,4
2,8,4,2
3,9,1,3
4,9,2,3
5,10,1,3
6,11,3,1
7,13,0,1
8,28,4,2
9,32,1,4
10,33,4,1
11,34,2,1
12,41,2,2
13,42,1,2
14,42,4,1
15,45,4,2
16,47,2,3
17,48,1,3
18,50,2,3
19,64,2,3
20,65,1,0
21,66,0,1
22,66,1,1
23,76,3,3
24,86,1,0
25,87,1,3
26,91,4,1
27,102,2,3
28,103,2,1
29,106,4,0
30,112,0,1
31,113,2,1
32,115,1,3
33,116,3,2
34,119,2,3
35,119,4,1
36,122,1,3
37,131,1,0
38,131,1,1
39,135,4,2
40,136,3,3
41,145,2,3
42,147,1,1
43,150,1,1
44,163,1,1
45,169,2,3
46,172,4,1
47,177,0,3
48,178,0,0
49,181,1,1
50,182,3,1
51,184,4,2
52,187,3,2
53,189,3,1
54,199,1,1
55,200,1,1
56,200,4,0
