,step,vertical_idx,horizontal_idx
0,1,1,4
1,3,0,2
2,4,3,1
3,12,4,1
4,16,2,2
5,22,2,2
6,23,1,3
7,31,4,2
8,35,1,1
9,46,2,4
10,50,3,3
11,52,0,2
12,54,4,4
13,60,1,4
14,61,0,1
15,65,4,3
16,69,3,3
17,70,2,1
18,76,0,2
19,83,4,0
20,83,3,4
21,85,3,3
22,87,0,4
23,88,2,3
24,99,2,4
25,100,2,4
26,100,0,4
27,103,1,3
28,108,1,3
29,116,4,3
30,118,3,3
31,122,2,1
32,123,1,0
33,127,4,2
34,129,1,0
35,130,4,3
36,131,1,4
37,134,1,4
38,136,0,4
39,141,0,2
40,149,2,1
41,153,1,3
42,156,4,1
43,169,1,0
44,170,3,4
45,170,2,4
46,171,1,0
47,173,1,4
48,174,0,1
49,177,1,2
50,185,4,4
51,187,1,3
52,189,3,3
53,195,4,3
54,197,2,2
55,198,2,2
