,step,vertical_idx,horizontal_idx
0,3,1,2
1,4,4,3
2,9,3,1
3,10,1,4
4,26,0,1
5,33,3,3
6,36,1,2
7,36,3,1
8,37,0,3
9,45,1,0
10,45,1,2
11,47,4,1
12,48,1,3
13,53,1,1
14,56,0,2
15,57,0,0
16,58,0,2
17,63,3,1
18,65,2,2
19,67,2,1
20,70,3,2
21,76,0,3
22,88,3,3
23,92,4,2
24,95,0,3
25,96,3,4
26,105,2,1
27,107,1,3
28,111,4,3
29,112,2,4
30,117,3,1
31,118,1,4
32,123,3,1
33,125,2,2
34,131,2,4
35,131,4,3
36,139,4,4
37,140,4,3
38,143,0,0
39,145,1,2
40,158,4,0
41,163,4,2
42,166,4,3
43,170,0,2
44,172,0,2
45,184,1,0
46,186,1,2
47,189,0,0
48,197,3,0
49,198,3,3
