,step,vertical_idx,horizontal_idx
0,3,2,4
1,4,4,0
2,9,1,2
3,10,3,4
4,17,2,1
5,19,2,2
6,23,0,3
7,24,2,1
8,24,3,1
9,28,1,4
10,30,2,1
11,34,0,1
12,34,4,4
13,37,2,4
14,38,1,4
15,47,2,3
16,48,2,1
17,52,1,0
18,55,0,4
19,60,3,2
20,71,1,0
21,75,1,3
22,77,0,4
23,84,3,2
24,101,4,0
25,105,0,1
26,112,2,3
27,113,1,3
28,122,4,2
29,125,0,2
30,125,4,1
31,126,0,4
32,130,1,2
33,132,4,3
34,140,3,2
35,141,2,1
36,147,1,0
37,153,3,2
38,153,3,3
39,155,1,4
40,157,4,2
41,161,0,0
42,163,4,1
43,164,3,1
44,166,0,1
45,167,4,0
46,169,3,3
47,178,0,0
48,186,3,1
49,191,3,4
50,193,2,3
51,198,2,2
52,200,0,2
53,200,4,4
