,step,vertical_idx,horizontal_idx
0,7,1,2
1,8,2,1
2,11,0,4
3,14,4,4
4,16,3,4
5,23,4,0
6,39,3,3
7,42,4,1
8,47,4,3
9,49,3,4
10,56,2,2
11,57,3,1
12,59,0,1
13,64,1,2
14,68,1,1
15,68,1,3
16,75,1,3
17,77,3,2
18,84,3,2
19,91,4,3
20,94,3,4
21,96,2,1
22,106,1,0
23,111,4,3
24,116,1,0
25,116,4,3
26,118,2,3
27,119,4,4
28,122,2,4
29,130,2,4
30,133,2,4
31,133,3,0
32,134,1,0
33,143,0,3
34,145,1,0
35,149,0,4
36,150,0,3
37,150,4,2
38,151,4,0
39,160,2,3
40,162,2,3
41,169,1,3
42,169,4,2
43,170,4,0
44,175,4,1
45,181,3,2
46,183,0,2
47,184,2,1
48,193,3,1
